index,tweet,label
5666,"suka ada kok yang jual set, baru semalem juga ada di go 375k dapet set, malah biasanya ada yang jual di bawah itu juga. kalo cuma melet doang 150k aja udah overprice apalagi 250k. mending sabar dulu kak walau ada uangnya tapi jangan kasih buat seller ga waras.",Neutral
6983,"padahal aku suka banget supergirl tapi dihilangin dr channelnya, adohhh sad bet",Sad
2657,mengeluh bukan berarti menyerah kok semangat,Joy
3180,"setdah salut banget sama sender, aku tak sanggup menjawabnya karena aku di perikanan saja sudah hampir menangis tiap malam pusing tugas + prak haha semangat nder",Joy
2076,"semangaatt kak! buat ga dengerin kata orang susah banget emang, tapi saya berdoa semoga kakak punya support syatem yg baik. tetap semangat ya kak, semoga lekas sembuh, gbu",Joy
441,"ahaha benar, pagi pagi sarapan saja. jangan marah marah, nanti lekas tua.",Anger
2051,"ingett wkwk. iyaa dog lalu kita bertiga , sama dina mabuk kepayang sama legollas, pinjam cd nya di rentalan , astagaa kita remaja bahagia ya waktu ity",Joy
2541,kaya enak aja empuk banget,Joy
1301,"aku infp dan di aku relate. kalau ada hal yg ga terorganisir tuh emang panik sendiri, pikiran jadi ga tenang :')",Fear
3430,"jadi inget author yang ngedrama dulu, eh gila gue ikutin banget hahah. karena karya nya sih sebenernya makanya gue suka.",Love
1304,"contact kita bisa dinamain siapa aja, ngeri juga",Fear
236,minta nak makan macam2 minta la suami ko. minta org lain suruh beli pulak. bodoh,Anger
5902,dikamu sepi?,Neutral
2599,ayo semangat,Joy
4616,sadar ga kadang suatu yg kita genggam bisa hilang begitu saja. -bunda.,Neutral
2573,"yuk kak tamatin , semangat !",Joy
3280,brrti wa nya sepi wkwkwkwkwkwkwkwkwkwk ngkak,Joy
3186,ga biasa tdr miring kiri jadi kemeng2 wkwkw ngakak,Joy
3953,pliezt walaupun gw gatau yg lakik tp lucu banget kl di gabungin wkwkkw karena suka gemes sm yuh nya ariana grendong,Love
2768,alhamdulillah.. semangat,Joy
4831,treasure comeback yang sudah ada yang mau jadi apa saja kerugian p mksoed,Neutral
4223,"cukup unsurnya? semoga saja rakyat mengambil pelajaran kedepannya bisa lebih cerdas memilih wakila""nya yg menjunjung tinggi etika dan moral, aamiin",Neutral
2106,iyaa mau makan yang enak yang banyak,Joy
2679,ziung mania? mantap! selamat ulang tahun ya ngab. lewat pesona gua di twibbon ini gua turut berbahagia untuk pertambahan usia lu yang lebih cepat 3 bulan dibanding gua. semoga hari ini jadi hari yang unforgettable dan jadi hari yang menyenangkan untuk dihabiskan! bahagia selalu.,Joy
2761,semangat cari duitnya !,Joy
4688,sini kak 3k saja,Neutral
5399,ga takut tp gapernah,Neutral
1387,ada nad.. barusan. tapi takut makruh kalo marah-marah ngomong kasar.,Fear
6639,sedih kulkasku cuma isi bunga es sama sayur....,Sad
6493,sedih kudu ppg dulu,Sad
5693,"makasih banyak ya kamu udah suka & berani bilang kayak gini sm aku.. tapi maaf karena aku kayaknya masih nyaman sendiri, maaf ya. semoga kamu bertemu sama orang yang lebih baik-! aku biasanya gt, kdg lgsg aku block",Neutral
6827,pas mark live ig kemaren ada yang nanya ada live koreografi g.. lagu mark tuh sedih masa lu nyuruh mark nyanyi sambil ngedance yang bener aja,Sad
5000,"ada sebuah kisah nyata di jeddah. suami istri lagi bertengkar, suaminya marah luar biasa pada sang istri dipukul lah wajah istri. kemudian istrinya menangis, tiba-tiba terdengar bel pintu rumah berbunyi. ""begitu pintu akan dibuka, ternyata sudah di gembok""",Neutral
1279,kaget anjir mini,Fear
6314,.. kok sedih,Sad
6936,"rajin kerja ngga, kalo punya semangat kerja yg tinggi mah gapapa :(",Sad
1555,"emang sih, aku bukan siapa-siapa kamu. tapi aku nggak bohong kalau aku khawatir dengan keadaan kamu sekarang. bolehkah kalau aku yang menghubungi kamu duluan?.. tapi aku takut bikin kamu risih..",Fear
7049,"baru sadar trnyata senyesek ini suka sama org yg udh punya pacar, gw nyalahin diri sendiri krn dulu terlalu takut pdhl dia dah kasih kode, sering chat random, sering nempel ma gw mulu, tp gw terlalu takut mulai hal baru n td liat dia repost story pacarnya like hrsnya itu gw",Sad
3190,"semangat kak, jangan banyak pikiran dulu ya kak biar imun nya tetap baik kak, banyak minum vitamin kak, ditunggu kabar baik nya kak",Joy
4566,"ayah ku berkata, lelaki itu tidak boleh di paksa dalam hal apapun. dimakan saja dan bersabarlah. jika ia jodohmu, ia akan kembali dan menjemput mu tanpa kamu mintai..",Neutral
4802,bapak itu biasa yang membawa gerobak sekarang hilang,Neutral
6634,sempet sedih juga pas denger tahun kmrn kq minus dikit pendapatannya (kayanya grgr kingdom juga sih ini) semoga tahun ini bisa berlipatlipat gandaa,Sad
4841,gicafe kopi ginseng stamina pesan : pin bb : d68681f0 wa : 085252552807,Neutral
3594,"aku suka banget ya allah:""",Love
1920,"koyok e dendam deh nih kocheng, grgr mau subuh tak kancing i lawang",Fear
513,bego pelihara! yg dipelihara itu kudunya tuyul ya ceu!,Anger
4177,"istilah kuda hitam banyak digunakan dalam sepak bola, seperti tim yang tidak diunggulkan tiba"" melejit bisa mengalahkan tim unggulan, disebut kuda hitam biasanya tim hebat dimasa lalu yg lama tertidur kemudian bangkit, nah melalui ahy bisa saja dipemilu 2024 bangkit~",Neutral
1308,"anjir anjir anjir sumpah ma, pak, hamba takut banget kalo disuruh nungguin adek sendirian. takut dia bangun terus cekek hamba",Fear
5667,"tp gaperlu pura2 excited soalnya anak kecil gampang ngeh kalo kita pura2 apalagi kalo berlebihan. jd kalo ga bener2 tertarik bs cukup nanya2 aja ttg kesukaan mereka itu, mereka jg suka sih ditanya tanya gt",Neutral
914,liatnya aja udh panas tpi gpp semangat meski emosiii,Anger
3452,nempel banget kalian .. padahal ngobrol tinggal ngobrol kenapa harus bisik2 segala kan q suka jadinya,Love
3695,"selama pemakaian, kulit wajah terasa lebih lembap, fresh, dan terhidrasi. finishnya ini bikin muka jadi glowing. overall aku suka sama kedua produk ini, mereka tidak memberikan efek negatif dikulitku ( ´ ) aku kasih rating untuk kedua produknya yaitu 4.7/5!!",Love
4242,"1. suami menuntut istri taat? tanpa suami menuntut pun agama sudah mewajibkan 2. suami mengejar nafsunya sendiri, itu jelas salah. namanya hawa nafsu ya harus dikendalikan 3. seolah jika tidak boleh berpoligami, perzinahan ditanggung istri? zinah ya zinah saja dosa suami.",Neutral
3156,"ntah kebetulan atau engga, setiap gua udah capek banget, ada yang dateng ke mimpi buat nannyain kabar haha makasih loh ka wooya udah mampir ke mimpi dan jadi tempat curhat haha",Joy
2198,"halo haloo, jihan disini mau kasih sedikit reminder ya,jangan lupa bersyukur atas nikmat pagi ini jangan lupa sarapan, minum yg banyak jangan sampe jatuh sakit ya mandi pagi biar segerr jangan nangis nangis ya, semoga bahagia selalu u're magical, love",Joy
774,` aku udah sabar ya. gak marah-marah atau ngata-ngatain. jangan ngelunjak.,Anger
4425,"makan mangga, normal nya kalau sudah mateng. gak perlu ditambahkan apa2 juga sudah enak kalau masih pencit (mangga belum mateng), harus ditambah yg gula merah lah, yg garam lah, yg asem jawa lah, yg cabe lah.. dlsb. kebanyakan tambahnya, karena makan yg blm mateng",Neutral
943,kenapa kalo dengerin lagu sendirian suka cepet banget bosen gue hshsss,Anger
822,weekend ruined. haih penat la bodoh jadi supporter mu ni,Anger
5005,"ini juga wajib baca, yang suka genre angst baca deh harus bgt. au 7 dream as family, minim romance kok. happy ending, ati ati emosi pas baca, rate 2002939273928397/10. kalo beli bukunya ada unpublished part yg discan & dibuka di drive",Neutral
4277,"kerja seperti biasa,gabriela ngapain?",Neutral
164,"aneh ga sih? padahal dia lebih sering keluar berdua diem-diem ga ngajak aku tapi aku gada marah samsek krnapa giliran aku minta tolong buat ditemenin beli sesuatu dianya marah anjim aowkaowkaow padahal kan skornya juga 2:0,5 klo dipikir-pikir",Anger
5619,"memotivasi mereka untuk belajar dan pintar. orang-orang tua merekapun jg senang dgn adanya pondok pintar papua inu. ucapan terimakasih para orang tua diberikan untuk para satgas yonif.,",Neutral
4547,"sampai 2024 selama rezim berkuasa baju merah super kebal hukum, apa kabar koruptor berbaju merah bansos",Neutral
3983,fellychibi aku suka banget sama detik jam |emang kenapa?| iya dia ga pernah lelah berdetik seperti aku yg ga pernah lelah utk mencintai kamu (Êƒâ£Æª),Love
2538,"tapi ""child"" enak banget si pas sama suara mark lee",Joy
6747,heleh padahl di hati terdalam kecewa luarbiasa,Sad
1311,"anjay ini 2p kegedean ternyata gampang lepas pula, takut kececer jadinya",Fear
5207,jgan bales dendam yaa,Neutral
6952,gue baru bangun tidur dan semalem tidur cepat krn g enak badan batuk pilek tau2 bangun denger denis bikin pengumuman kontrak sdh habis makin nambah sakit vine masih diem ampe skrng g keluarin pengumuman juga kah? agensi anehsemoga baik2 saja :(,Sad
5383,"halo kesayangan kakak! kak vin hadir, mau cerita sini sama kakak? kakak udah pernah ngerasain dan sering dicurhatin soal pergamonan. bisa kasih kamu wake up call, biar kamu bisa menentukan langkah kami selanjutnya. tapi jangan takut, kak vin ga akan paksa kamu pake yang serem2",Neutral
5904,kok sepi?pada tidur ?,Neutral
6565,sedih aing,Sad
3300,cie sedih kawkwakwak ngakakkkk,Joy
3310,"orang kalau hatinya udah kotor tu pasti ada aja tingkah jahatnya, itu peristiwa paling gak bisa dilupa deh dan jadi peristiwa sedih juga. alhamdulillah om ku sembuh dan bisa pulih kembali, mungkin kalo sekeluarga besar gak saling sopport nyawa om ku bisa aja hilang :')",Joy
327,dia pasti marah,Anger
2490,semangat nyatetnya plz plz demi bisa kepilih lomba,Joy
6627,"habis liat berita denise, sedih amat dah. padahal vocalnya paling bagus di sn",Sad
4408,"[closed plot with ] angin laut yang menerpa tubuhnya terasa dingin, namun tidak melebihi dari apa yang ia biasa hadapi. mantel tebal bagian dari seragam lengkapnya juga membantu menjaga rasa hangat. ia dengar, tempat tujuan mereka tidak akan sedingin ini.",Neutral
832,kayaknya ini udah lama bangt gue nggak marah-marah abis baca ff..,Anger
3079,"banyak yangg aku mau belii, tapi mungkin aku beli 1/2 buku ajaa aksks pengennya wishlist aku ke coret semua aku dari dulu emang suka banget baca buku kayak novel genre nya bebas deh kecuali komik soalnya pusing baca nya",Joy
3462,mau banget punya rumah design terbuka gini.. tapi kalo berpikir di bogor yang suka hujan tiba tiba angin puting beliung dkk kudu di alter supaya bisa tetep tertutup,Love
5297,pura-pura kaget biar dia gak malu,Neutral
6199,"twt w mulai nga jelas ni keknya, mulai sedih, marah, kesel, nyinyir, lambe turah. bukan kind human lagi:(.. ok let's go ke pak ayi, aku ngobatin mental ku dulu gais",Sad
54,bego ya begi diba astaga,Anger
4064,very kucing t__t lucu banget.. jadi jatuh hati,Love
3451,kalau anaknya sama suka nyanyi sekarangg menyapaa di media gitu ga ya? soalnya nak w umur 6 taun apal banget dan sering nyanyiin tu jingle,Love
1901,"iya ni mau aku jemur dirumah, kalo nggak mama marah",Fear
1481,duhh gue takut ke s,Fear
4873,"kabar gembira untuk kita semua, kulit manggis kini ada ekstraknya, mastin hadir dan rawat tubuh kita jadikan hari ini hari mastin, tampil bersinar membuatku bahagia badan sehat rahasia mastin herbal, rahasia alam dari indonesia penuh pesona pesona mastin.. mastiinn good~~",Neutral
4895,"summit adalah konferensi untuk pengembang, peneliti, dan pembuat yang membangun summit akan menjadi kesempatan luar biasa untuk belajar dan terhubung dengan para pemimpin puncak di space",Neutral
4150,"47. hi, pasti lagi nyari jasa un-sus un-lock ya? bisa ke yap | unlock all case 5k / acc | unlock umur 7k / acc | unsus biasa 10k / acc payment dilakukan di akhir a¼ close uns permanen semi perm",Neutral
3335,"ada yang suka sama bill skasgard reply sama favorit movie dong, gue lagi nunggu banget doi adu peran di ""boys kills word"" sama yayan ruhiyan perannya jadi bisu dan tuli mvs",Love
4926,"wajar darimana warnet 3rebuan lu ga ngerti skill basic komputer kaya office emang kelewatan gublugnya di sma masih biasa aja, kuliah awto terseleksi alam",Neutral
946,"pas sma ga pernah bawa uang saku karena sekolahan deket banget dari rumah, bisa jalan. kadang males banget kalo kerkom jauh-jauh banget karena pulangnya suka malem dan kalau bayar ojol jadi mahal, mending aku kerjain sendiri. bikin sakit hati",Anger
3293,"hshshhs aku terharu aa makasi ka cinn, sayang banget deh sama ka cin pokoknya sure tata ga akan berubahhhhhh, be happy juga ka cinn ku tersayangg, jaga kesehatan selalu yaa, jangan terlalu sedih, get well soon yaa.. ka cin masi sakit tenggorokan?",Joy
2161,"kalo baring bawaannya lelah, kalo kerja bawannya semangat terus, salut sii sama diri ini",Joy
6851,"kalau bisa aku ingin mengulang waktu di tahun 2017, benci dengan keadaan sekarang. terjebak diantara situasi yang membuat harus berfikir banyak, hanya membuat tangisan di setiap harinya. apakah bisa memutar waktu kembali ?",Sad
5083,"semua yang dimulai dengan rasa marah, akan berakhir dengan rasa malu. (benjamin franklin)",Neutral
5994,"cuma karena kyohei gak banyak disorot di truth, ada yg gak mau beli dvdnya, wkwk. aku paham dia kecewa, aku pun kemarin sampe nyari-nyari keberadaan kyohei, tapi kan isi dvd katakon gak cuma truth doang, bambang. di spl misalnya, kyohei banyak disorot kok",Neutral
3057,"*kumpul keluarga relative: wah uda gede banget kamu, sekarang hobinya ngapain aja? mak gua: ohh si ini suka banget baca relative: wah iya kah pantesan kacamatamu tambah tebel itu gua: hehe iya tante.. also gua: /yg dibaca manga sm fanfiction smut ngakak abissss",Joy
5490,bakar lumbung mereka curi beras mereka biarkan mereka lapar.. kemudian datanglah pada mereka dan bagikan sepotong roti katakan pada mereka kamu sangat mencintai dan ingin mereka bahagia yakinlah dgn begitu kamu akan dicintai mereka kemudian minta mereka memilih mu jadi raja,Neutral
768,"yakan dia adeknya anjir?? gimana sih maksud lu anjir, masih pagi ini ya jangan buat emosi bgst.",Anger
6649,mvs udah nonton kesekian kali dan masih tetep mewek:( recommended buat yg lagi mau nonton yg sedih-sedih!!,Sad
3495,suka banget. bagus sama western gitu vibesnya,Love
285,"apasih bawa2 tahun, tolol",Anger
6996,"udah ngebias dr jaman sma, mulai suka sama band, soloist, sampe sekarang aktor. baru sadar itu abisin duit banget ya. udah kaya mungkin aku skrg kalo ga terperosok dr dulu",Sad
4524,kita saja yg lalai,Neutral
6292,om gal ak sedih,Sad
2332,"kemarin sedih sedihan, hariini bahagia yaa",Joy
2717,bismillah masih semangat masih optimis yakin bentar lagi bigwin,Joy
2079,"ya allah berkati, bahagia hmi..",Joy
3389,sebelum kita keliling. dia chat ini:) aku emg anaknya suka banget diajak muter muter mendadak apalagi sama orang yg di sayang. se simple itu sebenernya bahagia ku.,Love
722,"i ship both tho, tapi kalo gatekeeping itu tolol",Anger
951,heran banget sama orang orang yang suka nunda kerjaan tanpa alasan.,Anger
6168,sedih,Sad
2262,"semangat, jangan lupa sarapan",Joy
989,"males banget, nge-chat w kalo cuma mau nirun, huh. di sekolah aja lagaknya kayak orang pinter, tapi suka nirun aing",Anger
3212,"baru bangun, puji tuhan dapet kabar baik tentang jimin",Joy
1759,"aku emg tidurnya slalu malem, tp plg malem jam 2 pagi sih, tp alhamdulillah aku bisa tidur di situasi kek gtu. soalnya aku lbih takut manusia drpd hantu. amit2 klo di situ ada manusia ngintip baru tuh g bsa tdur, kan serem bgtt",Fear
5814,"ini sepi banget dah, pada kemana ya?",Neutral
4422,bagaimana cara menonaktifkan karyawan yang mengundurkan diri dan apa saja persyaratannya?,Neutral
5479,"jangan pikirkan kegagalan kemarin, hari ini sudah lain, sukses pasti diraih selama semangat masih menyengat.",Neutral
1724,sir baik tak kena balik panggung mimpi ngeri..kuang kuang kuang..,Fear
5182,"karena bisanya cuma itu doang, aku bego soalnya.",Neutral
341,"udah gw duga, soalnya tumben bgt cube ngegas bgt promosinya dll, jadi keinget cb helicopter kmrn . cube, kalo lo sampe ngapa2in anak gw awas ya. gw marah bnrn, marah bgt.",Anger
3701,"good morning sender, saya avail buat hari ini untuk provide nsfw saya bisa dalam bentuk imagine ataupun yg dirty talk frontal atau non frontal bisa. tipe saya itu cenderung suka bawel dan paling suka pampering , sweet banget sama pasangaan dan suka kasih pukis ke kamu nanti",Love
4243,skrg udah normal deng,Neutral
688,mau marah bgt anjingg ini dr kmrn mau ngeluarin kecoa 1 susah bgtt kabur mulu,Anger
3432,kesayanganku lopenio ga ada duanya cuma sayang wony meski suka marah tapi aku ttp sayang ayang,Love
5203,"dua mode satu ekspresif satu diem. kalau ekspresif berarti masih biasa aja, kalau udah diem berarti udah marah bgt",Neutral
4944,"terakhir, semoga sukses buat series terbaru ini. yang mau nonton silahkan nonton, yang gamau juga gausah dipaksain walaupun mereka idola kita. fangirling bukan agama kok, pake segala ada wajib halal haramnya. santai aja. yang penting happy.",Neutral
966,"biasanya yg pink sekarang yg ungu, ternyata ga suka wanginya plis ini kaya bau orang yg aku ga suka banget, sialan ternyata dia pake ini",Anger
6679,"paling sedih, waktu ortu udah kehilangan masa jaya wkwkw. dulu bisa kali tiap hari order makanann entah mcd/phd/kfc dll, sekarang kalo mau order nunggu menang giveaway, itu pun ada batasan belinya karna harus hemat. sedih banget sih, tapi ya yang namanya dunia pasti muter",Sad
6394,sedih ya nggaloi weton:),Sad
2203,semoga yang menderita penyakit kanker diangkat penyakitnya dan selalu semangat,Joy
2713,"turut berdukacita kak, semangat! big hug for u",Joy
4757,"pasti bingung kaget wakilnya, seperti biasa, sedangkan gabenernya sedang kampanye mimpi nyapres",Neutral
5098,psi walau di benci tapi mengalami kenaikkan elektabilitas. mungkin krn progres nya terlihat jelas oleh publik.,Neutral
7067,"jika basah karena hujan saja engkau resah, lalu bagaimana mungkin kau bilang akan membasuh hati yang lesu?..",Sad
6472,asli gue sedih bgt tai,Sad
5280,"bigbang alive tour 2012 emang udah lewat, tp bwt para vip yg mau koleksi aksesorisnya jgn khawatir langsung cek favorit kami aja =)",Neutral
3572,gue masi suka banget sama foto yg buat ultah minhyun deh cantik,Love
4805,baru saja mengirim foto agropolis wonosalam,Neutral
5299,"saya avail hari, besok sampai tanggal 11. saya bukan hantu jadi tak suka ghosting, malah suka nyariin takut kamu hilang. vibes saya banyak yang bilang om-om dari segi dewasa dan jokesnya juga, ditambah selera humor saya rendah jadi ya lucu terus, sayanya.",Neutral
1990,"skrg gwe gk berani lg nntn sndiri di bioskop, pdhl dlu biasa biasa ajj, knp yh",Fear
4120,"4. saling menjaga juga berlaku untuk menjaga pernikahan, ya jelas tentu saja 5. memastikan istri bahagia, bukan cuma nerimo? kurang tepat, memastikan keluarga bahagia, semua pihak bagahia gk cm istri, tp suami, dan anak",Neutral
4759,sudah ketebak kelanjutannya hohoho tentu saja aku tidak akan tertypu lagi dasar yajuj dan makjuj,Neutral
5808,pengen berduaan tengah malem di tempat sepi sm suami sampe kita digrebek polisi/satpol pp terus tunjukin aja buku nikah kita ke depan komuknya,Neutral
5298,"heran doang, kaget doang, ngemeng doang..",Neutral
6183,mumpung masih sedih abis baca unspeakable mari kita lanjut 2ha biar makin makin sedihnya,Sad
4971,"jika sahabat pernah membuatmu terluka, berpikirlah bahwa dia hanya manusia biasa yang tak sempurna, jika sahabat pernah membuatmu marah, berpikirlah bahwa bukan hanya dia yang pernah berbuat salah.",Neutral
6703,makanya yuyur agak kecewa biasanya mhy pinter bikin baju bozz,Sad
5034,"taun berganti bukan berarti orang gagal akan hidupnya tidak ada, ini bukti nyata kegagalan pria tapi seolah berbicara mewakili semua pria. jangan diambil hati, orang bodoh tiap tahun memang selalu ada.",Neutral
3600,"kaa jee, aku suka banget sama aduhh itu au terbarunya, susah judul wkwk, ya itu pokoknya. ga papa angst, yg penting ” hihihihihihihihihihi maaci anon!! amen! hehe gak streaming mungkin nunggu di tl aja wkwk",Love
6595,buka twt sekarang rasanya ky sepi banget,Sad
7046,"sayang, tapi ya ga bakal bisa bersatu. sebatas suka aja. sebatas teman dekat. itu udah lebih dari cukup. insya allah",Sad
5836,tetap mendukung walau sering kecewa. -fans mu,Neutral
385,"luffy : selain bodoh, kau juga pengecut! aku tidak menyukaimu..!",Anger
6174,"aku suka gt nder kalo abis pake makeup dan aku kecewa kalo ampe putus kotorannya, sensasi gelinya gadapet",Sad
6459,acheol.. aku ikutan sedih :(( cepet sembuh ya,Sad
536,"banget hehe, apalagi kalau lg tidur trus kaget rasanya kaya pengen marah marah",Anger
6599,ngga terlalu kecewa ya tapi tetap gk senang,Sad
5032,"ini kan acc u, knp pulak nk takut org lain marah",Neutral
4212,"x kan nk tgk saja please a¦5 lai , selai pn kena byr apa",Neutral
3507,suka banget ama exooo,Love
201,"diselingkuhin mereka belum sampe pacaran sih, tapi main belakang aja. diem diem gitu tapi ga mulus, bego banget mereka pdktnya jadi ketauannya cepet",Anger
1332,"iya swndirian banget, soalnya ada beberapa anak yang positif kopit jumat kemarin. asli panik dan takut",Fear
3502,"baru liatt aku suka yang kedua! lebih lucu gitu, kalo yang ketiga sama keempat bulet banget(?) modelnya, kalo yg pertama warnanya kurang sih tapi tetap suka modelnya ;3",Love
2708,",, +,makasih buat sejauh ini, makasih udah baik bangett, udah selalu kasi support ke aku juga, udh peduli bgt sehat & bahagia selalu kalian",Joy
5031,"klo aldebaran yg drama,andin yg kena marah warga ponpel ,klo andin yg drama,aldebaran yg kena marah warga ponpel ,botol ketemu tutup,yg kuat ya aladinku",Neutral
4662,"saja nak kongsi dekat korang yang kami juga ada buka booth jualan merch, boleh singgah cuci mata tengok tengok fizikal dan zine lokal yang dijual rantai art event week 4 myground, mytown shopping centre 04 - 06 february 2022 10am - 10pm",Neutral
4021,pangeran kodok sama siapa ya dulu? ya allah dulu suka banget sama ni sinetron,Love
1854,dia panas ada kali 2 hari sampe 39 deg2an bgt bun. ngeri step,Fear
6323,"sepi banget, bikin sedih",Sad
2872,semangat ber kerja walaupun masih gini gini aja.,Joy
3030,"done, wish me luck suka banget momen skz yang ini, lucu. selalu ketawa terus tysm!!",Joy
1205,takut gabisa beli sedikit gituu,Fear
1645,ngeri,Fear
3417,"nggak ngerti lagi, suka banget",Love
3476,banget :(( mau downsizing dari mulai pc yang least fav tapi suka semua :( sedih karna bingung,Love
5958,"akibat fauzan terlalu kecewa dengan sang ayah yang memaksanya untuk mengikuti jejaknya menjadi seorang akuntan. itu bukan mimpinya sama sekali, dirinya tak memiliki bakat di sana.",Neutral
2861,enak selimutan sambil pake guling,Joy
1792,"dimana tempat yang aman untuk perempuan? jadi makin takut korban kekerasan pada perempuan makin bnyk, orang tolol biadab bngt owasu",Fear
5526,semangat kerja tinggi memang tak menjamin kita sukses. tapi tanpa semangat sudah pasti kita tak akan sukses.,Neutral
3797,sempol ayam siapa nih yang suka makan sempol cara buatnya mudah banget ig by hidayahnrs mandalika / solaria / tidur / sarapan,Love
3368,"suka banget sama au kak agdys. kebetulan gue kls 12, jadi lumayan itung-itung sekalian belajar tps - wuih, makasih udah baca. semangat belajarnya~~",Love
3367,"art! cara buat rambut kayak di karakter anime itu gimana ya.. kadang suka bingung waktu mau gambar rambutnya karena jadi jelek banget. thank you! Tolong bantuannya, pengen tapi gk bisa",Love
3533,word cant describe it. gue suka banget sama bc sekarang ini top 1 anime kesukaan gue sih,Love
6206,karna rasa kecewa itu lebih besar dari pada rasa cinta:),Sad
5109,"dari film kukira kau rumah misal kalo kalian ada gejala yg diantaranya: mood (suasana hati) berubah drastis/marah"" yg terlalu meledak""/nglempar barang pas emosi/sejenisnya, itu bisa jadi ada tanda"" yg harus di priksakan/konsultasikan sama ahlinya. so, be aware ya",Neutral
3449,"-hey i'm not yujin stan tapi enggak tau kenapa akhir akhir ini lagi suka banget kepoin yujin kaya dari fancam nya, foto foto dia dll dia ga cuma cantik tapi gergeous",Love
603,"lu tuh udah bodoh,pendek,ngga pinter, ngga bisa apa apa,cuman beban doang,hidup lagi haha masih mau hidup lu zar ??",Anger
3056,"sekian. gue sampe detik ini masih suka feel so amazed banget sama jungwon, keren banget dah pokoknya nih anak kalo gue jabarin satu satu bisa jadi manuskrip berharga yang diperebutkan seluruh dunia.",Joy
6158,taktau tapi kecewa dengan diri sendiri .,Sad
126,jgn la marah dia. lesen l pun dia takde lagi tu.,Anger
3876,suka banget sama pemeran dan karakternya si grace dh kek dia cantik dan smart banget trs jg nganut prinsip setia,Love
2935,makasih masukannya malu dan senang bercampur aduk,Joy
5443,tidak ada semangat,Neutral
4451,orang priveleged je rasa air evian tu biasa-biasa. tak semahal yang lain.,Neutral
3531,suka banget sama semuanya,Love
2730,"wah, ikut senang. selamat ulang tahun sender! boleh aku pakai twibbonnya juga?",Joy
827,"lakik lo tuh cuma parasit doang, kaga kerja tapi nambah beban. cuma numpang idup doang tolol",Anger
1639,winwin wayv tapi ini konten berbaayar gue kaget anjir masuk sini,Fear
984,bagus untuk menampol sisi patriaki warga sokor yang sangat super duper kuat paling suka adegan mereka makan malem bareng kantor terus si ketuanya (yang mana cowo) bisa seenak jidat makan dimeja karyawan cewe (jiwoo) terus berantakan banget lagi makannya sumpah itu adegan,Anger
3281,sepi dagangan btw wkwk apa masih imlekan ya wkwkw,Joy
7037,aku suka kepipinan muda yg diisi oleh orang muda. tp sayang. kenapa join ph..,Sad
2188,"semangat buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan",Joy
6517,ya ampunnnnnn aku ikutan sedih,Sad
2443,"ga enak jg jd patrick gabisa cium bau apa"" wkwk ngakakkkk",Joy
362,gw mau marah bgt bacanya yaallah masi pagii ini emosi gw di uji mulu perasaan,Anger
2349,"sepanjang perjalanan hidup ini , terlalu banyak perkara aku lalui banyak juga kenangan yang telah tercipta , aku harap dimasa akan datang aku hidup lebih bahagia .",Joy
345,"lucu menurut saya itu adalah wilayahnya presiden, dpr, dan mpr. bukan gubernur. kalau begitu artinya gubernur memiliki wewenang utk menyatakan diri merdeka. diksi yang bodoh. artinya pemindahan ibu kota tdk pernah memikirkan nasib jakarta selanjutnya mau dijadikan apa?",Anger
814,bangsat gue kayak orang gila ngegalauin cowo orang,Anger
4807,"agama harusnya bebas dari urusan2 yg buka. urusan agama, tp para pemain ""barisan sakit hati"" ini tetap memaksakan segala cara termasuk melibatkan seolah-olah urusan agama saja.. pantas saja dulu dipecat jokowi karena nggak ada yg beres rupanya, karena cuma bisa nyinyir tp kerja 0",Neutral
3205,my! hari ini seneng banget huhu. dapet kabar baik dari jimin say alhamdulillah buat muslim armys terus nanti stay alive mau rilis jangan lupa kita punya goals juga ya. harus semangat pokonyaa,Joy
5880,"kalo w biasanya nyeletuk ""kok sepi apani"" tapi ga kenceng kenceng amat",Neutral
6781,"heran seegois itu jadi manusia. datang menjalin karna pas lagi sepi, meninggalkan semua karna bosan dan mulai tak sehati. menjatuhkan karena terasa terlalu baik dihati.",Sad
3325,"ya udah, enggak apa. gue sama sahabat gue di sma pernah suka sama laki yang sama. kita bawa fun aja, inget banget waktu tuh laki lagi main futsal di lapangan sekolah, siapa yang liat duluan, nanti kasih tau terus nonton bareng.",Love
4106,pagi yang normal dan sejuk,Neutral
6329,ada sunyi di antara pagi dan aku; kamu,Sad
2116,dangdut enak,Joy
1834,"wkwkw infp bener bgtt. udah gelisah gelisah panik tapi tetep kek, ""haduh sebentar lah main farmville dulu"" ""duh ngantuk yaudahlah tidur dulu""",Fear
793,kapan kau tdk lagi jadi penjilat.. manusia paling bego di indonesia adalah ruhut,Anger
7005,"sedih banget dahh, kucing gua ada tuh 2 yg selalu dilepas dari kecil, tapi ya selalu inget pulang karna mereka emang ga suka main terlalu jauh dari rumah gitu.",Sad
2674,pagi juga mbk e yg cantik. cerah seperti surya matahari di pagi hari,Joy
94,gajadi soft malah emosi.,Anger
4225,"nah ini baru imbang, masa hanya istri saja yg dituntut.",Neutral
